t,u,v,q,theta,x,h,Va,alpha,gyrq,accx,accz,pitotVa,baroAlt,thetahat,de,dt,spAirspeed,spPitch,spAltitude
2.410008,16.051470,1.709613,0.067717,0.133940,38.117570,98.292660,16.142250,0.106108,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265116,0.000000,15.000000,0.132014,110.000000
2.411008,16.051150,1.710064,0.068116,0.134008,38.133710,98.293110,16.141980,0.106138,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265097,0.000000,15.000000,0.132014,110.000000
2.412008,16.050820,1.710518,0.068509,0.134076,38.149840,98.293560,16.141710,0.106168,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265079,0.000000,15.000000,0.126176,110.000000
2.413007,16.050500,1.710976,0.068895,0.134145,38.165980,98.294010,16.141440,0.106199,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265062,0.000000,15.000000,0.126176,110.000000
2.414007,16.050180,1.711437,0.069274,0.134214,38.182110,98.294460,16.141160,0.106229,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265046,0.000000,15.000000,0.126176,110.000000
2.415007,16.049850,1.711901,0.069646,0.134283,38.198250,98.294910,16.140890,0.106260,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265031,0.000000,15.000000,0.126176,110.000000
2.416007,16.049520,1.712368,0.070013,0.134353,38.214390,98.295360,16.140610,0.106291,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265016,0.000000,15.000000,0.126176,110.000000
2.417007,16.049190,1.712837,0.070372,0.134423,38.230520,98.295810,16.140340,0.106322,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.265002,0.000000,15.000000,0.126176,110.000000
2.418007,16.048860,1.713309,0.070725,0.134494,38.246650,98.296260,16.140050,0.106353,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.264989,0.000000,15.000000,0.126176,110.000000
2.419007,16.048530,1.713784,0.071072,0.134565,38.262780,98.296710,16.139770,0.106385,0.052728,1.414136,-10.746110,16.117760,97.382390,0.140949,-0.264976,0.000000,15.000000,0.126176,110.000000
2.420007,16.048190,1.714262,0.071412,0.134636,38.278920,98.297170,16.139490,0.106416,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.264964,0.000000,15.000000,0.126176,110.000000
2.421007,16.047860,1.714741,0.071747,0.134708,38.295050,98.297630,16.139210,0.106448,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.264953,0.000000,15.000000,0.126176,110.000000
2.422007,16.047520,1.715223,0.072074,0.134779,38.311180,98.298090,16.138920,0.106480,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.264942,0.000000,15.000000,0.126176,110.000000
2.423007,16.047180,1.715705,0.072374,0.134852,38.327310,98.298550,16.138630,0.106512,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.264647,0.000000,15.000000,0.126176,110.000000
2.424007,16.046830,1.716184,0.072625,0.134924,38.343440,98.299000,16.138340,0.106544,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.264081,0.000000,15.000000,0.126176,110.000000
2.425007,16.046480,1.716661,0.072830,0.134997,38.359580,98.299460,16.138040,0.106575,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.263544,0.000000,15.000000,0.126176,110.000000
2.426007,16.046120,1.717133,0.072990,0.135070,38.375710,98.299920,16.137730,0.106607,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.263032,0.000000,15.000000,0.126176,110.000000
2.427006,16.045750,1.717602,0.073108,0.135143,38.391840,98.300380,16.137420,0.106638,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.262546,0.000000,15.000000,0.126176,110.000000
2.428006,16.045390,1.718066,0.073186,0.135216,38.407970,98.300830,16.137100,0.106669,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.262083,0.000000,15.000000,0.126176,110.000000
2.429006,16.045010,1.718526,0.073225,0.135289,38.424100,98.301290,16.136780,0.106700,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.261642,0.000000,15.000000,0.126176,110.000000
2.430006,16.044630,1.718980,0.073228,0.135362,38.440230,98.301760,16.136460,0.106730,0.059055,1.425967,-10.825170,16.119420,97.161900,0.142771,-0.261224,0.000000,15.000000,0.126176,110.000000
2.431006,16.044250,1.719429,0.073197,0.135436,38.456360,98.302220,16.136120,0.106760,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.260825,0.000000,15.000000,0.126176,110.000000
2.432006,16.043870,1.719871,0.073132,0.135509,38.472490,98.302690,16.135790,0.106790,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.260446,0.000000,15.000000,0.126176,110.000000
2.433006,16.043480,1.720307,0.073036,0.135582,38.488620,98.303150,16.135450,0.106820,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.260086,0.000000,15.000000,0.126176,110.000000
2.434006,16.043090,1.720737,0.072910,0.135655,38.504750,98.303620,16.135100,0.106849,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.259743,0.000000,15.000000,0.126176,110.000000
2.435006,16.042690,1.721160,0.072755,0.135728,38.520870,98.304080,16.134750,0.106878,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.259417,0.000000,15.000000,0.126176,110.000000
2.436006,16.042290,1.721576,0.072574,0.135800,38.537000,98.304550,16.134400,0.106906,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.259107,0.000000,15.000000,0.126176,110.000000
2.437006,16.041890,1.721985,0.072366,0.135873,38.553130,98.305020,16.134040,0.106934,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.258812,0.000000,15.000000,0.126176,110.000000
2.438006,16.041480,1.722385,0.072134,0.135945,38.569260,98.305480,16.133680,0.106961,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.258531,0.000000,15.000000,0.126176,110.000000
2.439006,16.041070,1.722778,0.071879,0.136017,38.585390,98.305950,16.133320,0.106988,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.258264,0.000000,15.000000,0.126176,110.000000
2.440006,16.040660,1.723163,0.071601,0.136089,38.601510,98.306410,16.132950,0.107014,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.258010,0.000000,15.000000,0.126176,110.000000
2.441005,16.040250,1.723540,0.071302,0.136160,38.617640,98.306880,16.132580,0.107040,0.063839,1.440128,-10.879810,16.134610,97.610560,0.144561,-0.257769,0.000000,15.000000,0.126176,110.000000
2.442005,16.039830,1.723909,0.070983,0.136231,38.633760,98.307360,16.132210,0.107066,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.257539,0.000000,15.000000,0.126176,110.000000
2.443005,16.039410,1.724269,0.070645,0.136302,38.649890,98.307830,16.131830,0.107091,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.257320,0.000000,15.000000,0.126176,110.000000
2.444005,16.038990,1.724620,0.070289,0.136373,38.666010,98.308300,16.131450,0.107115,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.257112,0.000000,15.000000,0.126176,110.000000
2.445005,16.038570,1.724962,0.069915,0.136443,38.682140,98.308780,16.131070,0.107139,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256914,0.000000,15.000000,0.126176,110.000000
2.446005,16.038150,1.725296,0.069526,0.136513,38.698260,98.309250,16.130680,0.107162,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256726,0.000000,15.000000,0.126176,110.000000
2.447005,16.037720,1.725620,0.069120,0.136582,38.714390,98.309720,16.130290,0.107185,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256547,0.000000,15.000000,0.126176,110.000000
2.448005,16.037300,1.725935,0.068701,0.136651,38.730510,98.310200,16.129900,0.107207,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256377,0.000000,15.000000,0.126176,110.000000
2.449005,16.036870,1.726241,0.068267,0.136719,38.746630,98.310670,16.129510,0.107229,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256215,0.000000,15.000000,0.126176,110.000000
2.450005,16.036440,1.726537,0.067819,0.136787,38.762750,98.311140,16.129120,0.107250,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.256061,0.000000,15.000000,0.126176,110.000000
2.451005,16.036010,1.726824,0.067360,0.136855,38.778870,98.311610,16.128720,0.107271,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.255915,0.000000,15.000000,0.126176,110.000000
2.452005,16.035580,1.727101,0.066888,0.136922,38.794990,98.312100,16.128320,0.107291,0.061933,1.447901,-10.889570,16.112540,97.319070,0.145307,-0.255775,0.000000,15.000000,0.126176,110.000000
2.453005,16.035150,1.727368,0.066406,0.136989,38.811120,98.312580,16.127920,0.107310,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255643,0.000000,15.000000,0.126176,110.000000
2.454005,16.034710,1.727626,0.065912,0.137055,38.827240,98.313060,16.127520,0.107329,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255517,0.000000,15.000000,0.126176,110.000000
2.455004,16.034280,1.727874,0.065409,0.137120,38.843360,98.313540,16.127110,0.107347,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255397,0.000000,15.000000,0.126176,110.000000
2.456004,16.033840,1.728112,0.064896,0.137186,38.859480,98.314020,16.126700,0.107365,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255283,0.000000,15.000000,0.126176,110.000000
2.457004,16.033410,1.728341,0.064375,0.137250,38.875600,98.314500,16.126290,0.107382,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255174,0.000000,15.000000,0.126176,110.000000
2.458004,16.032970,1.728559,0.063845,0.137314,38.891720,98.314980,16.125880,0.107398,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.255071,0.000000,15.000000,0.126176,110.000000
2.459004,16.032530,1.728768,0.063307,0.137378,38.907830,98.315460,16.125470,0.107414,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.254973,0.000000,15.000000,0.126176,110.000000
2.460004,16.032090,1.728967,0.062762,0.137441,38.923950,98.315940,16.125060,0.107429,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.254879,0.000000,15.000000,0.126176,110.000000
2.461004,16.031660,1.729155,0.062209,0.137503,38.940070,98.316420,16.124640,0.107444,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.254790,0.000000,15.000000,0.126176,110.000000
2.462004,16.031220,1.729334,0.061651,0.137565,38.956180,98.316910,16.124220,0.107457,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.254706,0.000000,15.000000,0.126176,110.000000
2.463004,16.030780,1.729503,0.061086,0.137627,38.972300,98.317400,16.123800,0.107471,0.065558,1.451243,-10.861830,16.085130,97.007640,0.146587,-0.254625,0.000000,15.000000,0.126176,110.000000
2.464004,16.030340,1.729662,0.060515,0.137688,38.988420,98.317890,16.123380,0.107483,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254549,0.000000,15.000000,0.126176,110.000000
2.465004,16.029900,1.729811,0.059939,0.137748,39.004540,98.318370,16.122960,0.107496,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254476,0.000000,15.000000,0.126176,110.000000
2.466004,16.029460,1.729950,0.059359,0.137807,39.020650,98.318860,16.122540,0.107507,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254407,0.000000,15.000000,0.126176,110.000000
2.467004,16.029020,1.730079,0.058773,0.137866,39.036770,98.319350,16.122110,0.107518,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254341,0.000000,15.000000,0.126176,110.000000
2.468004,16.028580,1.730198,0.058184,0.137925,39.052880,98.319840,16.121690,0.107528,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254279,0.000000,15.000000,0.126176,110.000000
2.469003,16.028140,1.730307,0.057590,0.137983,39.068990,98.320330,16.121260,0.107538,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254219,0.000000,15.000000,0.126176,110.000000
2.470003,16.027690,1.730406,0.056994,0.138040,39.085110,98.320820,16.120830,0.107547,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254162,0.000000,15.000000,0.126176,110.000000
2.471003,16.027250,1.730495,0.056393,0.138097,39.101220,98.321300,16.120410,0.107555,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254108,0.000000,15.000000,0.126176,110.000000
2.472003,16.026810,1.730575,0.055790,0.138153,39.117330,98.321800,16.119980,0.107563,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254057,0.000000,15.000000,0.126176,110.000000
2.473003,16.026370,1.730644,0.055184,0.138208,39.133450,98.322300,16.119540,0.107570,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.254008,0.000000,15.000000,0.126176,110.000000
2.474003,16.025930,1.730703,0.054566,0.138263,39.149560,98.322790,16.119110,0.107577,0.066434,1.451508,-10.809430,16.120940,96.921440,0.147722,-0.253838,0.000000,15.000000,0.126176,110.000000
2.475003,16.025490,1.730751,0.053928,0.138318,39.165670,98.323290,16.118680,0.107583,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.253553,0.000000,15.000000,0.126176,110.000000
2.476003,16.025040,1.730786,0.053270,0.138371,39.181780,98.323780,16.118230,0.107588,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.253281,0.000000,15.000000,0.126176,110.000000
2.477003,16.024590,1.730809,0.052594,0.138424,39.197890,98.324280,16.117790,0.107593,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.253023,0.000000,15.000000,0.126176,110.000000
2.478003,16.024150,1.730821,0.051901,0.138476,39.214000,98.324780,16.117350,0.107596,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.252777,0.000000,15.000000,0.126176,110.000000
2.479003,16.023690,1.730820,0.051192,0.138528,39.230110,98.325270,16.116900,0.107599,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.252543,0.000000,15.000000,0.126176,110.000000
2.480003,16.023240,1.730807,0.050468,0.138579,39.246220,98.325770,16.116450,0.107601,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.252320,0.000000,15.000000,0.126176,110.000000
2.481003,16.022790,1.730781,0.049730,0.138629,39.262330,98.326260,16.116000,0.107603,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.252109,0.000000,15.000000,0.126176,110.000000
2.482002,16.022340,1.730743,0.048979,0.138678,39.278430,98.326770,16.115550,0.107603,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.251908,0.000000,15.000000,0.126176,110.000000
2.483002,16.021890,1.730693,0.048215,0.138727,39.294540,98.327270,16.115090,0.107603,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.251716,0.000000,15.000000,0.126176,110.000000
2.484002,16.021430,1.730630,0.047441,0.138775,39.310650,98.327770,16.114630,0.107603,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.251534,0.000000,15.000000,0.126176,110.000000
2.485002,16.020980,1.730555,0.046656,0.138822,39.326750,98.328280,16.114170,0.107601,0.057924,1.451739,-10.730290,16.136990,97.453870,0.147582,-0.251361,0.000000,15.000000,0.126176,110.000000
2.486002,16.020520,1.730467,0.045861,0.138868,39.342860,98.328780,16.113710,0.107599,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.251196,0.000000,15.000000,0.126176,110.000000
2.487002,16.020070,1.730367,0.045057,0.138913,39.358960,98.329280,16.113250,0.107595,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.251039,0.000000,15.000000,0.126176,110.000000
2.488002,16.019610,1.730254,0.044246,0.138958,39.375070,98.329790,16.112780,0.107591,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250890,0.000000,15.000000,0.126176,110.000000
2.489002,16.019160,1.730129,0.043426,0.139002,39.391170,98.330290,16.112310,0.107587,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250748,0.000000,15.000000,0.126176,110.000000
2.490002,16.018700,1.729991,0.042600,0.139045,39.407280,98.330800,16.111850,0.107581,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250613,0.000000,15.000000,0.126176,110.000000
2.491002,16.018240,1.729840,0.041768,0.139087,39.423380,98.331300,16.111380,0.107575,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250485,0.000000,15.000000,0.126176,110.000000
2.492002,16.017790,1.729678,0.040930,0.139128,39.439480,98.331810,16.110910,0.107568,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250363,0.000000,15.000000,0.126176,110.000000
2.493002,16.017330,1.729502,0.040087,0.139169,39.455590,98.332320,16.110440,0.107560,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250247,0.000000,15.000000,0.126176,110.000000
2.494002,16.016880,1.729315,0.039239,0.139209,39.471690,98.332830,16.109960,0.107552,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250136,0.000000,15.000000,0.126176,110.000000
2.495002,16.016420,1.729115,0.038388,0.139247,39.487790,98.333340,16.109490,0.107542,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.250031,0.000000,15.000000,0.126176,110.000000
2.496001,16.015960,1.728903,0.037533,0.139285,39.503890,98.333850,16.109010,0.107532,0.060914,1.448551,-10.622900,16.128300,97.516850,0.148807,-0.249932,0.000000,15.000000,0.126176,110.000000
2.497001,16.015510,1.728678,0.036675,0.139322,39.519990,98.334370,16.108540,0.107522,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249836,0.000000,15.000000,0.126176,110.000000
2.498001,16.015060,1.728442,0.035814,0.139359,39.536090,98.334880,16.108060,0.107510,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249746,0.000000,15.000000,0.126176,110.000000
2.499001,16.014600,1.728193,0.034952,0.139394,39.552190,98.335390,16.107580,0.107498,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249660,0.000000,15.000000,0.126176,110.000000
2.500001,16.014150,1.727933,0.034088,0.139429,39.568290,98.335900,16.107100,0.107485,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249578,0.000000,15.000000,0.126176,110.000000
2.501001,16.013700,1.727660,0.033223,0.139462,39.584390,98.336410,16.106620,0.107471,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249500,0.000000,15.000000,0.126176,110.000000
2.502001,16.013240,1.727376,0.032357,0.139495,39.600490,98.336930,16.106140,0.107456,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249426,0.000000,15.000000,0.126176,110.000000
2.503001,16.012790,1.727080,0.031490,0.139527,39.616580,98.337450,16.105660,0.107441,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249356,0.000000,15.000000,0.126176,110.000000
2.504001,16.012340,1.726772,0.030623,0.139558,39.632680,98.337970,16.105180,0.107425,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249289,0.000000,15.000000,0.126176,110.000000
2.505001,16.011890,1.726453,0.029757,0.139588,39.648780,98.338490,16.104700,0.107408,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249225,0.000000,15.000000,0.126176,110.000000
2.506001,16.011440,1.726122,0.028892,0.139617,39.664880,98.339000,16.104220,0.107391,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249165,0.000000,15.000000,0.126176,110.000000
2.507001,16.010990,1.725780,0.028027,0.139646,39.680970,98.339520,16.103730,0.107373,0.055747,1.439638,-10.492500,16.131600,97.122800,0.149133,-0.249107,0.000000,15.000000,0.126176,110.000000
2.508001,16.010550,1.725426,0.027163,0.139674,39.697060,98.340040,16.103250,0.107354,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.249052,0.000000,15.000000,0.126176,110.000000
2.509001,16.010100,1.725062,0.026301,0.139700,39.713160,98.340560,16.102770,0.107334,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.249000,0.000000,15.000000,0.126176,110.000000
2.510000,16.009650,1.724686,0.025441,0.139726,39.729250,98.341080,16.102280,0.107314,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248950,0.000000,15.000000,0.126176,110.000000
2.511000,16.009210,1.724299,0.024583,0.139751,39.745350,98.341600,16.101800,0.107293,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248903,0.000000,15.000000,0.126176,110.000000
2.512000,16.008760,1.723902,0.023727,0.139775,39.761440,98.342120,16.101320,0.107272,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248858,0.000000,15.000000,0.126176,110.000000
2.513000,16.008320,1.723494,0.022874,0.139799,39.777530,98.342650,16.100830,0.107249,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248816,0.000000,15.000000,0.130696,110.000000
2.514000,16.007880,1.723075,0.022024,0.139821,39.793620,98.343180,16.100350,0.107226,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248775,0.000000,15.000000,0.130696,110.000000
2.515000,16.007440,1.722646,0.021177,0.139843,39.809720,98.343700,16.099860,0.107203,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248736,0.000000,15.000000,0.130696,110.000000
2.516000,16.007000,1.722206,0.020333,0.139863,39.825810,98.344230,16.099380,0.107179,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248700,0.000000,15.000000,0.130696,110.000000
2.517000,16.006560,1.721757,0.019493,0.139883,39.841900,98.344760,16.098890,0.107154,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248665,0.000000,15.000000,0.130696,110.000000
2.518000,16.006120,1.721297,0.018656,0.139902,39.857990,98.345280,16.098410,0.107128,0.047612,1.428131,-10.358350,16.128850,96.930410,0.148521,-0.248631,0.000000,15.000000,0.130696,110.000000
2.519000,16.005680,1.720827,0.017823,0.139921,39.874080,98.345810,16.097920,0.107102,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248600,0.000000,15.000000,0.130696,110.000000
2.520000,16.005250,1.720348,0.016994,0.139938,39.890170,98.346340,16.097440,0.107075,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248570,0.000000,15.000000,0.130696,110.000000
2.521000,16.004810,1.719858,0.016170,0.139955,39.906260,98.346860,16.096960,0.107048,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248541,0.000000,15.000000,0.130696,110.000000
2.522000,16.004380,1.719360,0.015350,0.139970,39.922340,98.347390,16.096470,0.107020,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248514,0.000000,15.000000,0.130696,110.000000
2.523000,16.003950,1.718851,0.014534,0.139985,39.938430,98.347920,16.095990,0.106992,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248488,0.000000,15.000000,0.130696,110.000000
2.523999,16.003520,1.718334,0.013723,0.139999,39.954520,98.348460,16.095500,0.106963,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248463,0.000000,15.000000,0.130696,110.000000
2.524999,16.003090,1.717807,0.012922,0.140013,39.970600,98.348990,16.095020,0.106933,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248501,0.000000,15.000000,0.130696,110.000000
2.525999,16.002660,1.717273,0.012135,0.140025,39.986690,98.349530,16.094540,0.106903,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248597,0.000000,15.000000,0.130696,110.000000
2.526999,16.002240,1.716731,0.011362,0.140037,40.002780,98.350060,16.094060,0.106872,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248689,0.000000,15.000000,0.130696,110.000000
2.527999,16.001810,1.716181,0.010602,0.140048,40.018860,98.350590,16.093580,0.106841,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248777,0.000000,15.000000,0.130696,110.000000
2.528999,16.001390,1.715624,0.009856,0.140058,40.034950,98.351130,16.093100,0.106809,0.035592,1.415646,-10.200950,16.133530,97.608330,0.147104,-0.248860,0.000000,15.000000,0.130696,110.000000
2.529999,16.000970,1.715060,0.009122,0.140068,40.051030,98.351660,16.092620,0.106777,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.248939,0.000000,15.000000,0.130696,110.000000
2.530999,16.000550,1.714489,0.008401,0.140077,40.067110,98.352200,16.092150,0.106745,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249014,0.000000,15.000000,0.130696,110.000000
2.531999,16.000140,1.713911,0.007692,0.140085,40.083190,98.352730,16.091670,0.106712,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249086,0.000000,15.000000,0.130696,110.000000
2.532999,15.999720,1.713327,0.006995,0.140092,40.099280,98.353260,16.091200,0.106678,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249154,0.000000,15.000000,0.130696,110.000000
2.533999,15.999310,1.712736,0.006310,0.140099,40.115360,98.353810,16.090720,0.106645,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249219,0.000000,15.000000,0.130696,110.000000
2.534999,15.998900,1.712139,0.005637,0.140105,40.131440,98.354350,16.090250,0.106610,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249280,0.000000,15.000000,0.130696,110.000000
2.535999,15.998490,1.711536,0.004975,0.140110,40.147530,98.354890,16.089780,0.106576,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249339,0.000000,15.000000,0.130696,110.000000
2.536999,15.998090,1.710927,0.004324,0.140115,40.163600,98.355430,16.089310,0.106541,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249395,0.000000,15.000000,0.130696,110.000000
2.537998,15.997680,1.710313,0.003684,0.140119,40.179680,98.355970,16.088850,0.106506,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249448,0.000000,15.000000,0.130696,110.000000
2.538998,15.997280,1.709693,0.003055,0.140122,40.195760,98.356510,16.088380,0.106470,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249498,0.000000,15.000000,0.130696,110.000000
2.539998,15.996870,1.709068,0.002437,0.140125,40.211840,98.357060,16.087910,0.106434,0.029373,1.405314,-10.060030,16.121370,97.130430,0.146267,-0.249546,0.000000,15.000000,0.130696,110.000000
2.540998,15.996470,1.708438,0.001829,0.140127,40.227920,98.357600,16.087450,0.106398,0.023147,1.393323,-9.929979,16.147100,97.726900,0.145447,-0.249592,0.000000,15.000000,0.130696,110.000000
2.541998,15.996080,1.707803,0.001231,0.140128,40.244000,98.358140,16.086980,0.106361,0.023147,1.393323,-9.929979,16.147100,97.726900,0.145447,-0.249635,0.000000,15.000000,0.130696,110.000000
2.542998,15.995680,1.707164,0.000643,0.140129,40.260080,98.358680,16.086520,0.106324,0.023147,1.393323,-9.929979,16.147100,97.726900,0.145447,-0.249677,0.000000,15.000000,0.130696,110.000000
2.543998,15.995280,1.706519,0.000066,0.140130,40.276160,98.359220,16.086060,0.106287,0.023147,1.393323,-9.929979,16.147100,97.726900,0.145447,-0.249716,0.000000,15.000000,0.130696,110.000000
2.544998,15.994890,1.705871,-0.000502,0.140129,40.292230,98.359760,16.085600,0.106249,0.023147,1.393323,-9.929979,16.147100,97.726900,0.145447,-0.249753,0.000000,15.000000,0.130696,110.000000
